Average mark awarded for your highest qualification,Hours willing to work per day,Hackathons Attended,Public speaking points,Can you work for a long time before a system?,Are you a self learner?,Attended Extra-courses,Certifications Awarded,Workshops Attended,Reading and writing skills,How do you rate your memory?,Interested subjects,Interested in games,Interested book genre,Management or Technical,Team worker or not?,Are you an introvert?,Suggested Job Role
72.77777778,5,3,9,yes,yes,yes,full stack,database security,medium,excellent,Software Engineering,no,Horror,Technical,no,yes,Web Developer
78.88888889,7,0,2,no,yes,yes,hadoop,testing,excellent,poor,IOT,no,Horror,Technical,no,yes,CRM Technical Developer
75.44444444,5,2,1,yes,yes,yes,r programming,web technologies,poor,medium,Computer Architecture,yes,Prayer books,Management,no,no,Programmer Analyst
77.44444444,7,1,1,no,yes,yes,full stack,game development,poor,excellent,cloud computing,no,Comics,Technical,no,yes,Technical Engineer
76,11,6,7,no,yes,no,python,data science,excellent,medium,hacking,yes,History,Management,no,no,Software Quality Assurance (QA) / Testing
82,8,0,1,no,no,no,hadoop,cloud computing,excellent,medium,cloud computing,yes,Comics,Management,yes,no,Network Engineer
73.44444444,8,2,1,yes,yes,no,app development,data science,excellent,excellent,Software Engineering,yes,Childrens,Technical,no,no,Portal Administrator
73.55555556,9,2,7,no,yes,yes,information security,system designing,medium,medium,parallel computing,no,Encyclopedias,Management,no,no,Network Security Administrator
74.44444444,7,5,1,yes,yes,yes,shell programming,game development,excellent,excellent,IOT,no,Satire,Technical,no,yes,Software Engineer
79.88888889,7,0,4,yes,no,no,python,cloud computing,medium,poor,data engineering,no,Childrens,Management,no,no,Network Security Administrator
77.66666667,9,6,2,yes,yes,no,python,cloud computing,excellent,medium,Management,no,Satire,Management,no,no,Business Intelligence Analyst
73,11,1,6,yes,no,no,app development,web technologies,poor,excellent,Computer Architecture,no,Prayer books,Management,yes,yes,Design & UX
73.11111111,12,1,7,yes,yes,yes,r programming,data science,excellent,poor,IOT,no,Math,Technical,yes,no,Information Security Analyst
77.55555556,6,0,7,no,yes,yes,information security,web technologies,medium,medium,hacking,no,Prayer books,Technical,no,no,Database Manager
77.66666667,8,5,9,yes,yes,yes,r programming,testing,medium,medium,networks,no,Health,Management,no,yes,Mobile Applications Developer
83.55555556,6,4,7,no,no,yes,hadoop,database security,poor,excellent,programming,no,Dictionaries,Technical,no,no,Programmer Analyst
82.11111111,4,3,2,yes,no,no,machine learning,web technologies,excellent,poor,cloud computing,no,Health,Technical,no,yes,Programmer Analyst
79,9,5,6,no,no,yes,information security,database security,poor,excellent,Computer Architecture,yes,Poetry,Technical,no,no,Network Security Administrator
77,10,4,6,no,no,yes,r programming,cloud computing,medium,medium,cloud computing,no,Mystery,Technical,yes,yes,Software Quality Assurance (QA) / Testing
73,12,5,6,no,no,no,python,testing,medium,medium,Software Engineering,yes,Autobiographies,Management,no,no,Applications Developer
80.33333333,12,4,3,no,no,no,distro making,hacking,medium,medium,cloud computing,no,Travel,Technical,yes,no,Network Security Administrator
78.66666667,10,4,3,yes,no,no,app development,web technologies,poor,medium,Management,no,Health,Technical,yes,no,Software Engineer
71.33333333,12,0,7,no,no,yes,shell programming,database security,excellent,excellent,parallel computing,yes,Diaries,Management,yes,yes,Information Technology Manager
73.88888889,5,2,6,yes,yes,yes,app development,hacking,medium,excellent,cloud computing,yes,Religion-Spirituality,Technical,no,no,CRM Business Analyst
77.77777778,10,3,7,no,yes,no,full stack,web technologies,excellent,medium,Management,no,Travel,Management,no,no,Business Systems Analyst
72.22222222,6,6,6,yes,no,yes,information security,testing,excellent,excellent,Computer Architecture,yes,Diaries,Technical,yes,no,E-Commerce Analyst
73.77777778,9,0,1,no,no,yes,python,data science,excellent,medium,IOT,no,Poetry,Management,yes,yes,CRM Business Analyst
82.66666667,5,3,9,no,yes,yes,python,testing,medium,poor,parallel computing,yes,Action and Adventure,Technical,no,no,Network Security Administrator
76.77777778,5,5,8,no,no,no,r programming,testing,medium,excellent,Management,yes,Fantasy,Technical,no,no,Programmer Analyst
78.11111111,7,2,4,yes,yes,yes,python,data science,medium,excellent,hacking,yes,Journals,Technical,no,no,Business Systems Analyst
81.55555556,4,3,2,yes,yes,no,r programming,cloud computing,poor,poor,programming,yes,Health,Management,no,yes,Software Developer
74.22222222,7,3,4,no,no,no,hadoop,web technologies,poor,excellent,cloud computing,no,Anthology,Technical,no,yes,E-Commerce Analyst
80.55555556,6,0,1,no,yes,yes,full stack,data science,poor,excellent,Computer Architecture,yes,Mystery,Management,yes,no,Data Architect
84.33333333,4,5,4,no,yes,yes,machine learning,web technologies,medium,medium,programming,yes,Drama,Technical,no,no,Technical Services/Help Desk/Tech Support
74,10,5,4,no,no,no,app development,cloud computing,excellent,excellent,programming,no,Self help,Technical,yes,yes,Information Security Analyst
79.22222222,10,1,3,no,yes,yes,shell programming,system designing,medium,medium,Management,yes,Biographies,Management,yes,no,Quality Assurance Associate
74.77777778,8,4,4,no,no,yes,hadoop,data science,poor,poor,programming,no,Dictionaries,Technical,no,no,Database Administrator
72.66666667,5,1,5,no,yes,no,full stack,hacking,excellent,excellent,parallel computing,yes,Fantasy,Technical,no,yes,Quality Assurance Associate
78,10,6,9,no,yes,no,hadoop,game development,excellent,excellent,Software Engineering,no,Childrens,Technical,yes,no,Technical Services/Help Desk/Tech Support
75,9,5,2,yes,no,no,r programming,cloud computing,excellent,poor,cloud computing,yes,Childrens,Management,no,yes,Data Architect
74.66666667,9,4,5,no,yes,no,machine learning,game development,poor,poor,Software Engineering,yes,Health,Technical,no,yes,E-Commerce Analyst
80.55555556,6,1,7,no,yes,yes,app development,database security,poor,excellent,networks,yes,Diaries,Technical,no,yes,Network Security Administrator
72.11111111,8,5,5,yes,no,no,information security,web technologies,excellent,poor,parallel computing,no,Science,Management,yes,no,Solutions Architect
82.66666667,10,3,2,yes,yes,yes,r programming,web technologies,medium,excellent,programming,no,Guide,Technical,yes,yes,Software Quality Assurance (QA) / Testing
77.55555556,6,3,2,no,yes,yes,distro making,system designing,poor,excellent,networks,no,Anthology,Management,no,no,Business Systems Analyst
73.55555556,4,3,9,no,no,no,r programming,testing,poor,excellent,networks,no,Autobiographies,Technical,no,yes,Project Manager
75.33333333,10,5,1,yes,yes,no,app development,cloud computing,poor,medium,data engineering,no,Trilogy,Technical,no,no,CRM Technical Developer
70.88888889,4,0,2,no,no,no,hadoop,hacking,poor,poor,Computer Architecture,no,Encyclopedias,Technical,yes,no,Business Systems Analyst
70.55555556,11,6,1,no,yes,yes,app development,system designing,poor,excellent,Management,no,Horror,Technical,no,no,Web Developer
77.11111111,9,6,2,yes,no,no,machine learning,hacking,medium,excellent,Computer Architecture,no,Dictionaries,Management,yes,no,Network Security Administrator
78.11111111,4,0,6,yes,no,no,python,system designing,medium,poor,IOT,no,Guide,Management,yes,yes,Software Quality Assurance (QA) / Testing
80,7,0,4,yes,yes,yes,machine learning,hacking,excellent,poor,programming,yes,Mystery,Technical,no,yes,Business Intelligence Analyst
75.77777778,8,2,9,no,yes,no,information security,data science,poor,excellent,IOT,yes,Prayer books,Technical,no,no,Network Security Administrator
76.55555556,8,5,7,yes,yes,yes,python,data science,excellent,poor,data engineering,no,Science,Technical,yes,yes,Network Security Engineer
74.55555556,7,3,1,no,yes,yes,distro making,data science,poor,excellent,parallel computing,yes,Mystery,Technical,no,yes,Software Quality Assurance (QA) / Testing
74.33333333,4,1,4,no,no,yes,machine learning,testing,excellent,poor,data engineering,yes,Trilogy,Technical,yes,no,Technical Services/Help Desk/Tech Support
75,10,4,1,no,no,no,information security,data science,medium,poor,hacking,no,Travel,Management,no,yes,Systems Analyst
78.55555556,10,1,8,no,no,no,hadoop,system designing,poor,poor,IOT,no,Encyclopedias,Management,yes,no,Data Architect
72.77777778,5,2,8,no,no,yes,full stack,game development,excellent,excellent,programming,no,Series,Technical,yes,yes,Technical Services/Help Desk/Tech Support
77.77777778,9,2,3,yes,yes,no,machine learning,game development,poor,medium,IOT,no,Prayer books,Management,yes,no,Programmer Analyst
70.22222222,11,5,5,no,no,yes,full stack,testing,medium,excellent,parallel computing,no,Horror,Management,yes,no,Business Systems Analyst
83.66666667,10,1,9,no,no,yes,full stack,game development,medium,poor,hacking,no,Horror,Management,no,no,Technical Engineer
78.88888889,9,0,7,yes,no,no,machine learning,database security,medium,excellent,cloud computing,no,Dictionaries,Technical,no,yes,Programmer Analyst
82.44444444,10,5,4,no,no,yes,python,testing,excellent,poor,data engineering,no,Journals,Management,yes,no,Systems Security Administrator
74.33333333,5,1,5,yes,yes,no,r programming,game development,excellent,medium,data engineering,no,Science,Management,no,no,Quality Assurance Associate
82,4,4,2,no,yes,no,information security,data science,medium,excellent,networks,yes,Mystery,Management,yes,yes,CRM Technical Developer
79.33333333,4,4,4,no,no,no,distro making,web technologies,poor,excellent,hacking,no,Biographies,Management,no,yes,Information Technology Auditor
74.22222222,9,6,8,yes,no,yes,machine learning,database security,poor,poor,IOT,no,Art,Technical,no,no,Technical Services/Help Desk/Tech Support
81.77777778,11,3,4,yes,no,no,hadoop,web technologies,excellent,excellent,IOT,yes,Series,Management,yes,no,Mobile Applications Developer
72.88888889,9,0,6,yes,yes,no,full stack,data science,medium,medium,data engineering,yes,Math,Management,no,no,Network Security Administrator
74.55555556,11,3,1,yes,yes,yes,full stack,game development,poor,medium,data engineering,no,Self help,Technical,yes,no,Information Technology Manager
76.33333333,6,0,5,no,yes,no,python,system designing,poor,excellent,hacking,yes,Childrens,Technical,no,no,Software Systems Engineer
73.44444444,7,4,7,no,yes,yes,r programming,testing,medium,medium,hacking,yes,Travel,Technical,no,yes,Database Developer
76.33333333,5,4,2,yes,yes,yes,python,cloud computing,medium,poor,hacking,no,Action and Adventure,Management,no,no,Technical Support
74.44444444,10,2,2,no,yes,yes,information security,web technologies,excellent,poor,networks,no,Action and Adventure,Technical,yes,no,Software Engineer
72.66666667,12,0,9,yes,no,yes,app development,data science,excellent,medium,Software Engineering,yes,Action and Adventure,Technical,yes,no,Project Manager
80.77777778,11,6,2,yes,yes,yes,machine learning,cloud computing,medium,poor,hacking,no,Anthology,Technical,yes,yes,CRM Business Analyst
78.11111111,7,4,2,no,yes,yes,information security,data science,poor,medium,Software Engineering,no,Poetry,Technical,no,yes,Software Developer
70.66666667,7,6,2,yes,no,yes,distro making,system designing,poor,poor,parallel computing,no,Self help,Management,yes,yes,Software Quality Assurance (QA) / Testing
76.44444444,5,2,3,no,yes,yes,information security,data science,medium,poor,Management,yes,Prayer books,Management,no,no,CRM Business Analyst
79,6,3,2,yes,no,no,r programming,cloud computing,excellent,medium,parallel computing,yes,Health,Management,yes,no,Database Manager
78.11111111,5,3,1,no,no,yes,shell programming,database security,poor,poor,data engineering,no,History,Management,yes,no,Software Engineer
74.88888889,4,0,8,no,yes,no,r programming,database security,poor,poor,Software Engineering,no,Art,Technical,no,yes,Project Manager
73.11111111,9,1,1,yes,no,no,hadoop,game development,poor,excellent,IOT,yes,Fantasy,Management,no,yes,Software Engineer
74.44444444,6,3,4,no,yes,no,machine learning,web technologies,excellent,excellent,Management,yes,Comics,Management,yes,yes,Database Manager
80.22222222,9,5,7,yes,yes,no,python,hacking,poor,excellent,Software Engineering,yes,Action and Adventure,Management,yes,no,Information Technology Auditor
80.11111111,10,4,1,no,no,no,app development,game development,excellent,excellent,parallel computing,yes,Poetry,Management,yes,no,Project Manager
77.88888889,11,5,7,yes,no,no,python,system designing,excellent,excellent,cloud computing,yes,Guide,Management,no,no,Mobile Applications Developer
79.77777778,9,4,2,no,no,no,hadoop,database security,medium,poor,programming,no,Poetry,Technical,no,yes,Systems Security Administrator
76.77777778,7,3,8,no,yes,no,app development,game development,excellent,medium,programming,no,Guide,Technical,yes,no,UX Designer
79.22222222,11,2,9,yes,no,no,r programming,cloud computing,poor,poor,IOT,yes,Encyclopedias,Management,yes,yes,Systems Analyst
79.88888889,7,3,9,no,yes,no,app development,system designing,poor,excellent,Management,no,Self help,Management,no,yes,Technical Services/Help Desk/Tech Support
79.77777778,10,4,6,no,no,yes,information security,web technologies,poor,poor,cloud computing,no,Self help,Technical,yes,yes,Network Engineer
73.77777778,8,2,8,no,yes,no,app development,web technologies,excellent,excellent,Software Engineering,no,Trilogy,Technical,yes,no,Systems Analyst
73.77777778,5,6,3,yes,no,no,python,system designing,poor,excellent,data engineering,no,Anthology,Management,no,yes,Quality Assurance Associate
71,7,1,3,yes,yes,yes,information security,web technologies,medium,excellent,programming,no,History,Management,no,no,Applications Developer
75.44444444,7,0,1,yes,no,yes,app development,data science,medium,medium,Computer Architecture,no,Romance,Technical,no,yes,Applications Developer
70.11111111,8,4,5,no,yes,no,app development,hacking,poor,poor,Computer Architecture,yes,Fantasy,Management,yes,no,Network Security Administrator
85.44444444,5,1,4,no,yes,yes,distro making,system designing,poor,poor,IOT,no,Satire,Management,yes,yes,Database Administrator
79.88888889,6,4,7,no,yes,no,distro making,web technologies,medium,medium,hacking,yes,Horror,Management,yes,no,Project Manager
75.55555556,7,0,8,no,no,yes,r programming,cloud computing,excellent,medium,Management,yes,Self help,Management,no,no,Information Technology Auditor
74.11111111,11,1,2,yes,no,no,distro making,web technologies,excellent,poor,programming,yes,Series,Technical,no,no,Systems Analyst
76.88888889,4,3,3,yes,yes,no,r programming,game development,medium,excellent,Software Engineering,no,Mystery,Management,no,yes,Technical Engineer
75.66666667,10,1,4,yes,no,no,hadoop,cloud computing,excellent,medium,programming,yes,Art,Technical,no,no,Information Technology Manager
84.11111111,7,6,8,yes,no,no,distro making,hacking,excellent,poor,Management,yes,Dictionaries,Technical,no,yes,CRM Business Analyst
80.11111111,9,3,6,no,no,yes,r programming,hacking,excellent,medium,hacking,yes,Self help,Technical,yes,yes,Technical Engineer
81.11111111,6,0,4,yes,no,no,app development,testing,medium,poor,cloud computing,no,Action and Adventure,Technical,no,no,UX Designer
77.77777778,9,4,4,yes,yes,yes,machine learning,testing,poor,medium,parallel computing,yes,Cookbooks,Technical,yes,no,Database Administrator
77.66666667,6,0,4,no,yes,no,python,testing,poor,excellent,IOT,no,Poetry,Technical,no,yes,Software Engineer
80.33333333,4,6,2,yes,no,yes,shell programming,web technologies,poor,poor,hacking,no,Horror,Technical,no,yes,Technical Support
72.88888889,8,2,8,yes,yes,yes,information security,web technologies,poor,excellent,networks,yes,Encyclopedias,Technical,no,yes,Business Systems Analyst
74.66666667,9,4,2,yes,yes,no,python,testing,poor,poor,Management,no,Guide,Management,no,no,E-Commerce Analyst
73.88888889,10,0,4,yes,no,no,full stack,data science,medium,poor,programming,no,Comics,Management,yes,yes,Database Developer
78.22222222,12,2,7,no,no,no,full stack,database security,medium,medium,data engineering,no,Dictionaries,Management,yes,yes,UX Designer
76.77777778,8,0,6,yes,no,yes,app development,system designing,excellent,poor,parallel computing,yes,Satire,Management,yes,yes,UX Designer
72.88888889,6,1,7,no,yes,no,information security,game development,medium,medium,hacking,no,Travel,Technical,no,yes,Portal Administrator
74.66666667,5,4,4,no,no,yes,app development,data science,excellent,excellent,cloud computing,no,Horror,Technical,yes,yes,Software Developer
81.22222222,11,4,2,yes,no,no,python,data science,excellent,excellent,hacking,yes,Guide,Management,yes,yes,CRM Technical Developer
78,11,2,1,no,yes,no,full stack,database security,medium,excellent,data engineering,no,Religion-Spirituality,Technical,yes,yes,Technical Support
79.55555556,5,5,6,yes,no,no,hadoop,data science,excellent,poor,networks,no,Romance,Management,no,yes,Business Systems Analyst
80.77777778,12,5,4,no,yes,yes,machine learning,web technologies,excellent,medium,Management,no,Guide,Technical,yes,no,Business Intelligence Analyst
78.44444444,7,6,5,no,yes,yes,hadoop,game development,poor,poor,networks,no,Action and Adventure,Technical,no,no,Programmer Analyst
79.77777778,4,1,4,yes,yes,no,hadoop,testing,poor,medium,Management,no,Romance,Technical,no,yes,Business Systems Analyst
75,11,5,7,no,no,yes,python,testing,medium,poor,hacking,no,Poetry,Technical,yes,yes,Network Security Administrator
73.55555556,5,6,4,no,no,yes,shell programming,web technologies,medium,excellent,Software Engineering,yes,Anthology,Management,no,yes,Software Systems Engineer
78.77777778,10,4,4,yes,no,no,app development,game development,poor,medium,programming,no,Horror,Management,no,no,Applications Developer
78.22222222,9,3,9,no,yes,no,machine learning,system designing,medium,medium,data engineering,no,Encyclopedias,Management,yes,no,Database Developer
76.77777778,4,6,9,no,no,no,information security,testing,poor,poor,networks,yes,Anthology,Technical,no,no,Applications Developer
75.11111111,7,1,3,no,no,yes,information security,hacking,medium,poor,cloud computing,yes,Autobiographies,Management,yes,no,Network Security Engineer
83.66666667,7,1,6,yes,yes,no,python,testing,poor,medium,Computer Architecture,no,Art,Management,yes,yes,UX Designer
73.77777778,4,0,6,no,no,yes,python,data science,poor,excellent,hacking,yes,Encyclopedias,Technical,yes,yes,CRM Business Analyst
83.44444444,7,4,5,yes,yes,yes,app development,database security,excellent,poor,IOT,no,Self help,Technical,no,no,Project Manager
76.44444444,12,4,6,no,yes,yes,hadoop,web technologies,poor,medium,Management,no,Biographies,Technical,no,no,Design & UX
83.22222222,6,6,6,no,yes,no,hadoop,game development,excellent,poor,cloud computing,yes,Science fiction,Technical,yes,no,CRM Business Analyst
77.44444444,9,6,9,no,no,yes,information security,web technologies,medium,medium,hacking,no,Comics,Technical,no,yes,CRM Business Analyst
72.88888889,11,0,5,no,yes,no,app development,hacking,poor,excellent,hacking,no,Self help,Management,no,no,Business Intelligence Analyst
72.66666667,12,0,1,yes,no,no,hadoop,web technologies,medium,medium,cloud computing,no,Comics,Management,no,no,E-Commerce Analyst
75.66666667,10,1,4,yes,yes,no,full stack,web technologies,poor,poor,cloud computing,no,Poetry,Management,yes,no,Information Security Analyst
82.77777778,10,4,4,no,yes,yes,python,data science,poor,medium,Management,yes,Math,Management,no,yes,Software Quality Assurance (QA) / Testing
81.88888889,5,2,8,yes,yes,no,shell programming,system designing,poor,excellent,programming,no,Trilogy,Technical,no,yes,Database Manager
74.77777778,6,4,3,yes,yes,yes,app development,game development,poor,poor,programming,no,Art,Technical,no,yes,UX Designer
75.33333333,4,6,6,no,yes,yes,hadoop,web technologies,poor,excellent,IOT,yes,Art,Management,no,no,Systems Analyst
76.77777778,8,3,5,no,no,no,full stack,hacking,poor,excellent,Software Engineering,yes,Cookbooks,Technical,no,yes,Business Systems Analyst
82.11111111,12,6,9,no,yes,yes,distro making,database security,excellent,poor,Management,no,Science fiction,Management,yes,no,Project Manager
74.77777778,9,1,8,no,yes,no,distro making,game development,excellent,medium,Software Engineering,yes,Science fiction,Technical,yes,yes,Technical Services/Help Desk/Tech Support
82.11111111,9,0,4,no,yes,no,r programming,game development,excellent,excellent,hacking,yes,Travel,Technical,yes,no,Information Security Analyst
78.66666667,7,1,4,no,yes,no,distro making,testing,medium,excellent,hacking,yes,Childrens,Technical,no,no,Database Developer
77.55555556,12,6,6,yes,no,no,full stack,testing,excellent,excellent,Computer Architecture,no,Journals,Management,no,yes,Technical Services/Help Desk/Tech Support
74.22222222,12,0,4,yes,yes,no,hadoop,web technologies,poor,poor,IOT,no,Fantasy,Management,yes,no,Business Intelligence Analyst
74.88888889,11,1,4,yes,no,no,hadoop,system designing,medium,poor,programming,yes,Childrens,Management,no,yes,Technical Support
76.88888889,6,1,3,yes,yes,no,app development,data science,excellent,excellent,data engineering,yes,Travel,Management,no,yes,Database Administrator
76.33333333,8,2,6,yes,no,yes,full stack,cloud computing,medium,excellent,parallel computing,no,Prayer books,Technical,no,yes,Information Technology Auditor
77.22222222,7,2,6,no,no,no,distro making,cloud computing,medium,poor,cloud computing,no,Cookbooks,Management,yes,yes,Data Architect
76,9,1,2,no,yes,yes,distro making,database security,poor,medium,IOT,no,Science,Technical,no,no,Database Administrator
78,10,3,2,no,yes,no,machine learning,system designing,medium,medium,networks,yes,Self help,Technical,no,yes,Database Developer
84.22222222,4,6,5,yes,no,yes,machine learning,game development,poor,excellent,cloud computing,yes,Biographies,Technical,yes,yes,Technical Support
76.11111111,11,6,9,no,yes,no,hadoop,hacking,poor,poor,Software Engineering,yes,Fantasy,Management,no,yes,Network Engineer
81.66666667,10,6,6,no,no,no,r programming,game development,excellent,medium,IOT,yes,Poetry,Management,yes,no,CRM Technical Developer
79.88888889,7,2,6,no,no,yes,app development,database security,medium,medium,hacking,yes,Cookbooks,Technical,no,yes,Network Security Administrator
79,10,3,6,yes,yes,yes,app development,database security,excellent,medium,Management,yes,Horror,Management,no,no,CRM Business Analyst
79.66666667,5,3,7,no,yes,no,full stack,system designing,poor,medium,IOT,no,Action and Adventure,Management,no,yes,Systems Security Administrator
75.22222222,10,2,2,yes,no,yes,machine learning,hacking,excellent,excellent,IOT,no,Encyclopedias,Management,yes,no,Portal Administrator
71.77777778,5,6,6,no,no,no,app development,web technologies,medium,poor,parallel computing,no,Encyclopedias,Technical,yes,no,Software Systems Engineer
73.88888889,10,0,7,yes,no,yes,shell programming,data science,medium,poor,programming,no,Anthology,Technical,no,no,Database Developer
81.77777778,11,0,9,yes,yes,yes,machine learning,hacking,medium,poor,programming,yes,Comics,Management,yes,yes,Software Engineer
75.33333333,4,3,5,no,no,no,machine learning,database security,poor,medium,data engineering,no,Romance,Management,yes,no,Technical Engineer
78.55555556,6,3,2,yes,yes,yes,distro making,database security,excellent,excellent,parallel computing,yes,Horror,Technical,yes,yes,Information Technology Manager
78.88888889,10,3,2,no,no,yes,python,testing,poor,poor,hacking,yes,Autobiographies,Technical,yes,yes,Portal Administrator
76,6,5,1,yes,yes,yes,python,system designing,excellent,excellent,programming,no,Prayer books,Management,no,yes,Information Security Analyst
77.11111111,7,0,8,no,no,yes,full stack,testing,poor,medium,parallel computing,no,Poetry,Technical,no,no,CRM Business Analyst
82.11111111,11,3,3,no,yes,yes,distro making,hacking,medium,poor,Computer Architecture,no,Health,Management,no,yes,Software Systems Engineer
69.88888889,8,0,7,no,yes,yes,app development,web technologies,poor,poor,networks,no,Horror,Management,yes,no,Mobile Applications Developer
74.33333333,4,1,5,no,no,no,shell programming,database security,poor,poor,cloud computing,no,Guide,Technical,yes,no,Network Security Engineer
72.44444444,9,3,5,no,yes,yes,information security,system designing,excellent,poor,cloud computing,no,History,Management,yes,yes,Design & UX
78.55555556,7,0,4,yes,yes,no,distro making,testing,excellent,poor,networks,no,Mystery,Management,yes,yes,Business Systems Analyst
69.33333333,5,6,8,no,no,no,app development,database security,poor,medium,Software Engineering,yes,History,Management,yes,yes,Network Security Engineer
72.22222222,7,2,5,yes,yes,no,r programming,hacking,poor,excellent,Management,yes,Guide,Technical,no,yes,CRM Technical Developer
78.88888889,10,6,8,no,yes,yes,machine learning,testing,excellent,poor,Software Engineering,no,Science,Management,no,yes,Web Developer
74.44444444,12,0,4,yes,yes,yes,information security,data science,medium,poor,programming,yes,Encyclopedias,Technical,no,no,Technical Engineer
78.33333333,7,2,3,yes,yes,no,python,web technologies,excellent,poor,Management,yes,Horror,Management,yes,yes,Mobile Applications Developer
76.44444444,12,0,8,no,yes,yes,r programming,cloud computing,excellent,medium,hacking,yes,Prayer books,Management,yes,no,Technical Services/Help Desk/Tech Support
75.33333333,7,3,1,no,yes,no,app development,web technologies,excellent,excellent,data engineering,no,Math,Technical,no,yes,Database Administrator
80.11111111,6,6,1,yes,yes,no,python,testing,poor,poor,networks,yes,Travel,Management,no,yes,Programmer Analyst
80.44444444,12,5,1,no,no,no,shell programming,system designing,excellent,poor,networks,no,Health,Technical,yes,no,CRM Technical Developer
74.55555556,5,0,9,yes,yes,yes,full stack,data science,poor,excellent,Management,no,Prayer books,Management,yes,yes,Information Technology Manager
73.55555556,11,4,3,no,no,no,full stack,testing,medium,excellent,hacking,no,Childrens,Technical,no,no,Solutions Architect
73.55555556,11,5,4,no,no,yes,information security,database security,medium,medium,IOT,no,Journals,Management,yes,no,Network Security Administrator
74.55555556,12,2,9,no,no,yes,hadoop,cloud computing,poor,poor,cloud computing,yes,Action and Adventure,Technical,no,no,Network Engineer
74.55555556,8,5,9,yes,yes,no,r programming,system designing,excellent,excellent,programming,no,Autobiographies,Technical,no,yes,Technical Support
81.55555556,11,3,9,yes,yes,no,machine learning,web technologies,medium,medium,Software Engineering,no,Mystery,Technical,yes,yes,CRM Business Analyst
79.44444444,8,6,6,no,no,no,shell programming,cloud computing,medium,poor,Management,yes,Guide,Technical,yes,yes,Network Engineer
77.33333333,9,4,5,no,no,no,python,web technologies,excellent,poor,parallel computing,yes,Science fiction,Management,no,no,E-Commerce Analyst
75,4,5,8,yes,yes,no,python,database security,poor,excellent,IOT,no,Drama,Management,yes,no,Database Developer
75.44444444,11,0,7,yes,yes,no,full stack,hacking,poor,medium,cloud computing,yes,Action and Adventure,Technical,yes,yes,Software Quality Assurance (QA) / Testing
82.33333333,4,1,1,no,no,no,full stack,database security,medium,excellent,cloud computing,yes,Self help,Management,yes,yes,Network Security Administrator
78.77777778,11,4,3,no,no,no,machine learning,hacking,medium,excellent,networks,yes,Drama,Management,yes,yes,Network Security Administrator
71.88888889,11,5,1,yes,yes,no,python,hacking,poor,excellent,programming,yes,Science fiction,Management,yes,yes,Network Engineer
78.66666667,4,3,4,no,yes,yes,machine learning,testing,medium,poor,IOT,no,Horror,Management,yes,yes,Technical Services/Help Desk/Tech Support
76.66666667,7,2,3,no,yes,no,app development,cloud computing,poor,poor,IOT,no,Action and Adventure,Technical,no,no,Mobile Applications Developer
72.55555556,8,2,6,no,no,yes,full stack,database security,poor,poor,Management,no,Drama,Management,yes,yes,Network Security Engineer
71.44444444,8,2,5,yes,no,yes,hadoop,game development,poor,excellent,Management,yes,Science,Technical,no,no,Data Architect
80.33333333,7,2,1,no,yes,yes,full stack,game development,medium,medium,Computer Architecture,yes,Satire,Management,no,no,Information Technology Auditor
72.88888889,11,2,4,yes,no,yes,distro making,cloud computing,medium,poor,IOT,yes,Drama,Technical,no,yes,Information Technology Auditor
75.33333333,4,5,5,no,yes,no,python,database security,medium,medium,IOT,yes,Autobiographies,Management,no,no,Information Technology Auditor
82.77777778,12,6,1,yes,no,no,python,game development,poor,excellent,programming,yes,Anthology,Management,no,no,Mobile Applications Developer
75.11111111,11,5,8,no,no,no,distro making,data science,excellent,poor,Management,no,Guide,Technical,no,yes,Design & UX
74.55555556,11,5,1,no,yes,no,information security,web technologies,medium,poor,programming,no,Dictionaries,Management,yes,yes,Software Quality Assurance (QA) / Testing
78.44444444,9,0,2,yes,yes,yes,hadoop,data science,medium,poor,Software Engineering,yes,Diaries,Management,yes,yes,Web Developer
75.66666667,4,3,2,no,yes,yes,hadoop,database security,excellent,medium,IOT,no,Autobiographies,Technical,yes,no,Data Architect
76.77777778,4,1,7,no,no,no,r programming,web technologies,medium,medium,IOT,yes,Health,Management,yes,no,CRM Technical Developer
74.44444444,10,5,6,no,no,no,machine learning,data science,poor,poor,Computer Architecture,no,Series,Management,no,yes,Systems Security Administrator
75,5,2,5,yes,yes,no,python,system designing,excellent,medium,Management,no,Science fiction,Technical,no,yes,CRM Technical Developer
74.22222222,7,3,5,no,yes,no,hadoop,web technologies,medium,excellent,programming,no,Action and Adventure,Technical,no,yes,CRM Technical Developer
82.33333333,7,2,9,yes,yes,yes,r programming,testing,medium,excellent,hacking,no,Series,Technical,yes,yes,Programmer Analyst
74.33333333,12,0,1,yes,yes,no,full stack,data science,excellent,medium,Software Engineering,yes,Science fiction,Technical,yes,yes,Database Developer
69.88888889,5,0,3,yes,no,no,information security,cloud computing,poor,excellent,IOT,yes,Prayer books,Management,no,yes,Network Security Administrator
77,5,3,8,yes,no,yes,shell programming,system designing,excellent,medium,hacking,yes,Romance,Technical,no,yes,Technical Services/Help Desk/Tech Support
80.66666667,12,1,9,yes,no,yes,information security,data science,poor,medium,networks,no,Biographies,Management,yes,no,E-Commerce Analyst
75.77777778,12,4,2,no,yes,no,shell programming,testing,medium,poor,Software Engineering,no,Diaries,Technical,yes,no,Data Architect
